,Title,Text,,
306,"Another Round, starring Mads Mikkelsen, wins best international feature Oscar","Another Round, the Danish film starring Mads Mikkelsen and directed by Thomas Vinterberg, has won the best international feature Oscar at the 93rd Academy Awards, which are taking place in Los Angeles. In the film, Mikkelsen plays a teacher who tries to combat his depression by following a theory that a high blood-alcohol level results in greater personal happiness. The Guardian’s chief film critic Peter Bradshaw called it “persuasive and watchable” in a three-star review. Another Round is the fourth Danish film to win the best international film Oscar, following Babette’s Feast in 1988, Pelle the Conqueror in 1989, and In a Better World in 2011. Vinterberg’s The Hunt, which also starred Mikkelsen, was nominated in 2014, but did not win. Another Round was up against a strong field, including Romanian political corruption documentary Collective (directed by Alexander Nanau) and Quo Vadis, Aida?, a study of the Srebrenica massacre from Bosnian director Jasmila Žbanić. However, Another Round was always the strong favourite, having been nominated for a Golden Globe and won the Bafta in the same category. “Thanks to the Academy,” said Vinterberg, “this is beyond anything I could ever imagine, but it’s something I have imagined since I was five in train stations, at school, in the toilet and I’m here and it’s amazing.” In an emotional speech, the director thanked his friends, colleagues, family and backers for their bravery “investing in a movie about four depraved white drunk men who teach children to drink”. He concluded by paying tribute to his daughter, Ida, who died shortly after the shoot began aged 19. “We wanted to make a film that celebrates life,” he said, “and four days into shooting the impossible happened. An accident on a highway took my daughter away. Someone looking at their cellphone. We miss her and we love her.” Vinterberg continued by explaining he had received an enthusiastic letter from his daughter two months before shooting when she was in Africa and had just read the script: “She loved this and she felt seen by this.” “We made this to her as her monument. Ida, this is a miracle that just happened and you’re part of this miracle. Maybe you’re pulling some strings somewhere. Anyway, this one is for you.”",Another Round,FILM
307,Emerald Fennell wins best original screenplay Oscar for Promising Young Woman,"Emerald Fennell, director and writer of rape-revenge satire Promising Young Woman, has won the best original screenplay Oscar at the 93rd Academy Awards in Los Angeles. Promising Young Woman is Fennell’s feature debut, and stars Carey Mulligan as a woman attempting to take revenge for the rape of her best friend in college. Fennell was previously best known as an actor, playing Camilla Parker Bowles in the Netflix series The Crown, and working as head writer on the second series of Killing Eve. Fennell was considered a strong favourite for the award, having already won the Bafta and Writers Guild award for best original screenplay. However, she had to overcome a line-up including Aaron Sorkin (The Trial of the Chicago 7) and Lee Isaac Chung (Minari). “He’s so heavy and so cold,” said Fennell as she accepted the Oscar from Regina King. In an emotional speech, Fennell apologised to Oscars producer Steven Soderbergh for not having written a speech, saying the only one she had written was when she was 10 and much of it was no longer relevant. She also thanked leading actor Carey Mulligan, calling her “not only the most talented person in the world but also the kindest and funniest”. She also thanked her family and her young son, who arrived “two weeks after shooting, thank God. I was crossing my legs.”",Emerald Fennell,FILM-CREW
308,No surprises for one Oscar winner | Brief letters,"Your editorial (22 April) recognises the longing for a fan-ownership mutual model for football clubs. Tens of thousands of NHS patients are finding their GP practices taken over by the US giant Centene Corporation. What real say do they have? Primary healthcare may not be as important as football, but it is a matter of life and death. Tom Lake Reading • Your report describes Anthony Hopkins winning the Academy Award for best actor as an “upset” that “surprised” the pundits (26 April). No surprise, however, to the estimable Peter Bradshaw, who opined last week (23 April) that Hopkins should win, and would win. Mike Pender Cardiff • We “wait for” the Guardian (Letters, 26 April). Since our one and only newsagent stopped morning deliveries, we pay for it to be brought by the postperson. It does not arrive until about 11.30am (and not at all on bank holidays). My husband, who prioritises keeping to his routine over being abreast of the news, saves the main part to read the following morning. Terri Kelly Cloughton, North Yorkshire • Computer programmers using Fortran in the 1970s and 80s adopted the strategy of dropping vowels when naming things long before TikTok stars and YouTubers (Standard Life Aberdeen to change name to Abrdn, 26 April). Variable names were limited to six characters, so vowels were the first to go. Mike Lowcock Sandbach, Cheshire • Abrdn – clearly run by wnkrs. Steve Fleming Claygate, Surrey",None,OTHERS
309,Another Round set for English-language remake starring Leonardo DiCaprio,"Another Round, the Danish comedy-drama about a group of teachers who attempt to survive a term under the influence of alcohol, is set for an English-language remake. Leonardo DiCaprio will take the lead role, played in the original by Mads Mikkelsen. Another Round won the best international feature Oscar on Sunday night, having triumphed in the same category at the Baftas two weeks before. A director or screenwriter for the remake has not yet been confirmed; Vinterberg has said he would not be involved, despite having shot English-language films before, including a Far From the Madding Crowd remake starring Carey Mulligan. “Now it’s in the hands of the finest actor you can get and besides being a brilliant actor, he’s made very intelligent choices throughout his career,” said Vinterberg. “I feel there’s a lot of integrity in the choices he’s made. I’m full of hope and curiosity about what they’re up to.” Recent remakes of award-winning foreign-language films include French buddy movie Intouchables, which became The Upside, and Argentinian thriller The Secret in Their Eyes. A long-gestating remake of German father-daughter comedy Toni Erdmann, originally tipped to lure Jack Nicholson out of retirement, has not yet come to fruition.",Another Round,FILM
310,Beast Beast review – insultingly shallow take on gun violence,"Here’s another indie flick that mistakes handheld camera movements for emotional intimacy. Produced by Alec Baldwin, Danny Madden’s second feature has a host of characters and storylines that are just as empty and unfocused as the migraine-inducing cinematography. Revolving around of group of multi-ethnic Gen Z-ers in the American south, this message-heavy film tries hard to tackle urgent issues such as social media, familial conflicts and, above all, gun violence. The film only succeeds at peddling barely tolerable coming-of-age cliches. The kids in Beast Beast hail from all walks of life. There is Krista (Shirley Chen), a spunky Asian theatre kid who blooms on stage yet wilts at home in the presence of her neglectful parents. She is charmed by Nito (Jose Angeles), a new Latino student from a much rougher side of town with a knack for skateboarding tricks. Looming over their sweet rendezvous is the quietly unsettling presence of Adam (Will Madden), a white firearms “enthusiast” who is obsessed with making gun vlogs. He rarely leaves his parents’ home and prefers stewing over malicious online comments. As the first hour of the film lolls along, full of prickly yet mostly innocent adolescent incidents, but with a sense of malevolence lingering via a recurrent menacing musical interlude full of clanging noises. After all, the Chekhov gun is there and indeed, it unsurprisingly fires to bloody results in the third act. Without giving anything away, the film’s condemnation of gun violence is gratingly shallow, favouring melodramatic histrionics that produce iffy racial optics as brutality is repeatedly inflicted upon the non-white characters. Beast Beast also appears to have done zero research into how a community responds to these kind of tragedies or how the justice system even works. Clearly, the film cares more about checking off liberal talking points than lending its characters any real depth. Such simplistic posturing is, frankly, pretty insulting. • Beast Beast is released on 30 April on digital platforms.",Beast Beas,FILM
311,"The Bike Thief review – a clear-eyed, unsentimental study of immigrant life","A modern update on Vittorio De Sica’s neorealist classic Bicycle Thieves, Matt Chambers’ feature debut pays the same attention and care to the day-to-day struggles of the urban working class. The refusal to either romanticise or overly dramatise it makes for especially poignant results and the clear-eyed, unsentimental approach renders the characters’ turmoil even more tragic. The film draws viewers in with a kind of urban poetry. The camera closely follows a pizza delivery man on his scooter as he zips through traffic, his figure wrapped in the hues of city lights. The halogen flares, however, quickly turn unforgiving, just like the inhospitable environment engulfing this precarious line of work. Initially seen only as a helmet-covered-face in the crowd, the figure emerges as the deliberately unnamed protagonist, credited only as the Rider (played by God’s Own Country’s Alec Secăreanu). The character’s namelessness places him in a generalised working class, but the film also fleshes out the specifics of Romanian immigrant life in London, beautifully imbued with a wealth of visual details. The vastness of the big city contrasts with the cramped apartment that he shares with his wife Elena (Anamaria Marinca), their teenage daughter and perpetually wailing baby. Though a testament to financial hardship, this space also glows with a familial tenderness that is a refuge from the daily hustle and bustle. However, all of this threatens to fall apart when his scooter is stolen, prompting the mild-mannered Rider to embark on a dark path. Secăreanu is just as intensely memorable here as in God’s Own Country, displaying a deliberate restraint that is even more haunting when it finally cracks. Considering Marinca was such an engaging presence in the Romanian new wave classic 4 Months, 3 Weeks and 2 Days, it is a pity that her character isn’t given more to do; perhaps it’s best read as a commentary on the even tougher existence endured by female immigrants. As a result, The Bike Thief is significantly weaker than it might have been, though as a character study it’s still compelling. • The Bike Thief is released on 3 May on digital platforms.",The Bike Thief,FILM
312,"Aviva review – an experimental study of  love, sex and gender","Watch the first 60 seconds of this experimental feature from Israeli-American director Boaz Yakin – it’s a love story with plenty of sex and expressionist dancing – and you’ll get a taste of the bizarreness to come. A naked woman sits on a bed and explains to camera that she’s acting in the film. Her name is Bobbi Jene Smith and she’s a dancer and choreographer by trade, not an actor. But given the dancing required by the script, she says, the film-makers have hired dancers to do the acting. Oh, and she’s playing a man. This is not the last time director Yakin takes a sledgehammer to the fourth wall, and his deeply personal film is deeply exasperating at times, a bit indulgent and at least 20 minutes too long. It’s tells a timeworn tale of a man and woman falling in love only to be confronted with the harsh reality of living together. The woman is Aviva (Zina Zinchenko), a fierce and emotional video artist from Paris. The guy is American, Eden (Tyler Phillips), and their romance begins over email. The scene where the two meet in person is gorgeous: long tracking shots of both dancing through their cities towards each other. The pair’s athleticism and the emotional fluency of their bodies is exhilarating and beautiful. But the film’s big experiment feels only semi-interesting. The roles of Aviva and Eden are also performed by another two actors, a man and a woman (a little nod possibly to Buñuel’s That Obscure Object of Desire). So sometimes Aviva is a balefully sexy guy (Or Schraiber), while Bobbi Jene Smith appears as a female Eden. No one around them seems to notice, and you wonder what Yakin’s film is saying here about gender. When Eden is sulky and withdrawn, his female counterpart arrives on screen to show us his emotionally intuitive side. Maybe I’m reading it wrong, but is the point here that differences between the sexes are hardwired? Or that we each have male and female sides? Either way, it feels reductive. • Aviva is released on 30 April on digital platforms.",Aviva,FILM
313,Chadwick Boseman’s family defends Anthony Hopkins amid best actor Oscars backlash,"The family of Chadwick Boseman, the Black Panther star who had been widely expected to receive a posthumous best actor Oscar for his role in Ma Rainey’s Black Bottom, have come to the defence of the man who took the prize. The brother of the actor, who died last August of cancer aged 43, says the family had no hard feelings towards Anthony Hopkins. Speaking to TMZ, Derrick Boseman said his brother would have been the first to wish Hopkins the best following his Sunday night win. The late actor would have seen winning an Oscar as an achievement but never an “obsession” said Boseman, adding that he felt all the shortlisted actors were worthy of the award. The surprise result on Sunday night was compounded by the absence of Hopkins from the telecast and the switch in the running order. Rather than the traditional finish of the award of best picture, best actress and best actor concluded the ceremony, with many suspecting that the producers had anticipated a win for Boseman, which would have concluded the ceremony on a particular note. Instead, there was simply Hopkins’s abrupt and anti-climatic absence to finish the ceremony, its jarring nature compounded by the lack of a host. This year’s Oscars had what had been understood to be a strict “no Zoom” policy that meant nominees needed to either turn up in Los Angeles or in one of the “hubs” – including one at the BFI Southbank in London. Hopkins, who is 83, is currently in Wales and evidently didn’t fancy the trip. It had been thought that his The Father co-star, Olivia Colman, would be permitted to accept the award for him from the London hub. But this is now not believed to be the case, despite Colman having been in attendance, at least for the early part of proceedings, when she was nominated for best supporting actress for the film. Awards pundit Kyle Buchanan suggested earlier today that Hopkins had offered to be on call overnight on video but was refused by the Academy, who also stuck to their protocol of having a presenter accept non-posthumous awards (rather than a co-star) in the event of non-attendance. Hopkins, who posted a video from his late father’s grave earlier on Sunday, posted a video expressing thanks on Monday morning, saying he did not expect to win, and that he was “very grateful to the Academy”. “I want to pay tribute to Chadwick Boseman,” he added, “who was taken from us far too early.”",Chadwick Boseman’s family,OTHERS
314,Identifying Features review – horror and heartbreak in Mexico’s borderlands,"There is unbearable heartbreak in this migrant drama from first-time Mexican film-maker Fernanda Valadez – and also a vision of real evil. At times, it looks something like social-realist folk horror. Mercedes Hernández plays Magdalena, a middle-aged woman from Guanajuato in central Mexico whose teenage son Jesús left home three years before, with a friend, on a bus bound for the border, where he’d hoped to take his chances on disappearing into the US as an illegal. But the body of Jesús’s friend has been found on Mexican territory, in an unspeakably grim holding area where the corpses of teen runaways are routinely kept in container boxes awaiting identification – though there is still no proof that Jesús himself is dead. Magdalena sets out on a quest to find her son in the terrifyingly dangerous borderlands where bandits waylay buses for vulnerable passengers who can be robbed, raped, or trafficked. On the way, Magdalena comes across a teenage boy called Miguel (David Illescas) who is making the opposite journey; just deported from the US, he is now miserably trying to find his mother. Of course, the two travel together, and for a while the film appears to be inviting us to predict a bittersweet, figurative ending: that is, Magdalena will “find” Miguel as someone who is very like her son; he will “find” her too in the same way and there will be a crumb of comfort in each other’s company. Identifying Features is indeed about that, but the ending is much darker, more dramatic and sensational with an undertow of spiritual horror: quite unselfconsciously and unapologetically, Valadez invokes the image of Satan. This film (the original title is actually Sin señas particulares, or No Identifying Features) is a cry of rage or a cry for help, on behalf of people in Mexico who have been abandoned to lawlessness, corruption and the vast market forces created by its northern neighbour. • Identifying Features is released on 1 May on BFI Player.",Identifying Features,FILM
315,Disney unapologetic over Mulan credit thanking Chinese Communist party,"Disney has claimed it was not responsible for thanking the Chinese Communist party in the credits at the end of the film Mulan, saying the decision was taken by local contractors. In a letter to the Commons business select committee, the film company is unapologetic about its refusal to accept a request to give evidence in person to the committee. Disney also says it was required to comply with Chinese laws at all times. Disney has been widely criticised by British politicians for filming parts of Mulan in Xinjiang province where there are widespread claims, including by the British government, that human rights abuses are being carried out on the Uyghur people by the Chinese Communist party. The letter sent by Sean Bailey, the president of Walt Disney studios motion pictures, says: “Chinese regulations prohibit foreign producers from operating independently and require them to partner with a Chinese production company.” It explains Disney hired Beijing Shadow Times Culture, a private company it said had worked with , “to provide production-related services in China”. Those mentioned in the movie’s credits for thanks include the publicity department of CPC Xinjiang Uyghur Autonomous Region Committee and the police bureau in Turpan, an ancient Silk Road city in eastern Xinjiang that has a large Uyghur population. “It is standard practice across the film industry worldwide to acknowledge in a film’s credits the cooperation, approvals and assistance provided by various entities and Disney individuals over the course of a film’s production,” Bailey wrote. “In this case, the production company, Beijing Shadow Times, provided our production team with the list of acknowledgments to be included in the credits for Mulan. The Walt Disney Company has no separate, independent or ongoing relationship with government authorities in the Xinjiang autonomous province.” The filming in Xinjiang only lasted four days, the company added. The company filmed the bulk of Mulan in New Zealand, but for reasons of authenticityused 20 locations throughout China, including the Kumtag Desert in Xinjiang, home to an important passageway along the Silk Road. Disney said: “The decision to film in each of these locations was made by the film’s producers in the interest of authenticity, and was in no way dictated or influenced by state or local Chinese officials.” China has vehemently rejected claims of a genocide as a lie, although the foreign minister Nigel Adams this week said it was a step forward that China admits the detention camps exist.",Disney,OTHERS
316,Letter: Bertrand Tavernier obituary,"In 2013 Bertrand Tavernier was the main guest in Dublin at a symposium, John Ford Ireland, celebrating the film-maker. After giving a talk, Tavernier stayed on as a participant. Six years later I invited him to a symposium in London marking the 70th anniversary of Alfred Hitchcock’s return to Britain to make Under Capricorn. He accepted; when work prevented him from attending, he wrote a beautifully judged essay on the film for delegates – typical of a man who, like Martin Scorsese in the US, kept alive the links between present-day cinema and its rich past, to the benefit of both.",Bertrand Tavernier,FILM-CREW
317,Tom Clancy’s Without Remorse review – macho adventure plays by the book,"In the last few years, screenwriter Taylor Sheridan brought something steely and smart to the action genre with the drug-cartel thriller Sicario and its politically provocative sequel Sicario 2, a Trumpian nightmare of border-incursion, directed by Stefano Sollima. Sheridan and Sollima are reunited for this movie, but it is a by-the-numbers macho adventure not unlike something from the era of VHS rental, Rambo and tough-guy military mavericks being sold down the river by the pointy-headed creeps in suits back in Washington DC or Langley, home of the CIA. This film is based on Tom Clancy’s 1993 bestseller, originally set during the Vietnam war, but now updated to the situation in Syria. Michael B Jordan is Navy Seal John Clark, whose pregnant wife is murdered on US soil, apparently by FSB agents in revenge for John taking out Russian special forces in Aleppo as part of a hostage rescue. So Without Remorse becomes essentially an unidirectional revenge story, as John is permitted back into the field on a deniable “black ops” payback mission. His friend and ally Karen (Jodie Turner-Smith, from Queen &amp; Slim) has John’s back and secretary of defense Clay (Guy Pearce) rather approves of his heroically unconventional methods – though slippery CIA chief Ritter (Jamie Bell) seems to be running some kind of side-hustle which involves appeasing the Russians. So whose side is this guy on? This is a film that certainly gives you bangs for your buck and establishment stabs in the back – a sine qua non for this kind of story. And with an awful inevitability, John Clark’s ultimate bad guy emerges from the shadows with some outrageous geopolitical monologuing in the approved supervillain style – prior to a post-credits sting setting up a possible superhero-type franchise along the lines author Tom Clancy envisioned. But there’s not much real spark to it. • Tom Clancy’s Without Remorse is released on 30 April on Amazon Prime Video.",Without Remorse,FILM
318,Danny. Legend. God. review – Borat-style mockumentary about Bulgarian wideboy,"It’s to debut director Yavor Petkov’s credit that, with his coke-hoovering Balkans wideboy Danny, he has created an extremely annoying cinematic character to rival Steven Stifler of American Pie, Jim Carrey’s Cable Guy and Jar Jar Binks. Petkov however, has done it on purpose – and his mockumentary about a hipster film crew following around this smalltown councillor-cum-petty mafioso, played by Dimo Alexiev, blossoms into a deeply uncomfortable viewing experience. The set-up is this: Danny takes Susan (Kate Nichols) and her British crew under his wing to show them around his Bulgarian town. Ostensibly taking part in a documentary on money-laundering, this mean-faced braggart has no shame and operates an access-all-areas policy: they film him berating the local “peasants”, scope out the chocolate factory he’s planning, and watch him bully a bank official. If they didn’t already know they’d snagged a live one, Danny insists they film him receiving a blowjob back at his nightclub. “This is not your project any more,” he raves. “The script is here – in my head!” This act of PR hijacking is mostly plotless, until the disgusted Susan quits, leaving soundman Jaime (James Ryan Babson) – who Danny insists on calling “Junkie” – and the anonymous cameraman to finish whatever it is they’re doing. Petkov starts out in something close to Borat territory, ribbing this arriviste nightmare’s bogus orthodoxy, influencer girlfriends and inability to abuse steroids properly. But Danny is so domineering that he steadily crushes the distance needed for dramatic irony, and the satire transforms into something more hard-faced: a hit job on corruption, and the cult of the neo-capitalist hardman in the former eastern bloc. The film is overlong and paced like a three-day coke jag. And a final point that the naive crew – and by extension, westerners in general – are guilty of wanting to vicariously lap up off-the-chain depictions of exotic locales doesn’t land with the same impact as reflections on spectatorship in the similar Man Bites Dog. It is a bit of a stretch that Danny, no matter what his drug intake, would incriminate himself in front of an international film crew – but the outstanding Alexiev, lurching at the camera with menacing hospitality, sells the character perfectly. Danny. Legend. God. is released on 3 May on digital platforms.",Danny. Legend. God.,FILM
319,80-year-old review wrecks Citizen Kane’s 100% rating on Rotten Tomatoes,"An 80-year-old pseudonymous review appears to have wrecked Citizen Kane’s 100% rating on reviews aggregator site Rotten Tomatoes. A Twitter user pointed out the change in Citizen Kane’s rating, due to the addition of a negative review from 1941. It is not clear exactly when the change happened, but website Boing Boing suggested it must have been between 25 February and 15 April, after comparing archived screenshots. The review was originally published in the Chicago Tribune on 7 May 1941, under the headline “‘Citizen Kane’ fails to impress critic as greatest film ever made”, a week after its first release in New York and a day after its Chicago premiere. The writer, credited as Mae Tinee (a play on “matinee”) comments: “It’s interesting. It’s different. In fact, it’s bizarre enough to become a museum piece. But its sacrifice of simplicity to eccentricity robs it of distinction and general entertainment value,” adding: “I only know it gives one the creeps and that I kept wishing they’d let a little sunshine in.” The review implies that Citizen Kane’s status as the greatest movie of all time was already in play before it was released. This was possibly as response to a hostile campaign by its presumed subject, newspaper magnate WR Hearst, to suppress the film and attack Welles after he found out about it in January 1941 via feared gossip columnist Hedda Hopper. It was named best film of all time in Sight and Sound magazine’s decennial critics poll in 1962, retaining the position until 2012 when it was overtaken by Alfred Hitchcock’s Vertigo. Interest in the creative process behind Citizen Kane has been reawakened by the release of Mank, a biopic of its writer Herman J Mankiewicz, directed by David Fincher and starring Gary Oldman. Mank won two Oscars, for cinematography and production design. Reports that Citizen Kane had been “replaced” as the No 1 film by Paddington 2 on Rotten Tomatoes appear to be wide of the mark however. Rotten Tomatoes weighted list places the 1934 comedy It Happened One Night in first place, with Black Panther and Lady Bird in second and third. Paddington 2 is at no 31, but it is the highest placed film with a 100% critics rating.",80-year-old review,OTHERS
320,The Resort review – inane horror film or a sophisticated meta-joke?,"Four friends who look like models take a trip to a remote Hawaiian island to check out a shuttered resort where spooky, unnatural things happened years ago. Apparently, the place is haunted by the vengeful ghost of a native girl whose face was mutilated back then. Will anyone survive to write a TripAdvisor review? This inane horror movie is so ludicrously cliche-ridden one starts to wonder if it’s not some kind of sophisticated meta-joke being played on us. How else can we account for choices such as having the whole thing told as a flashback from a hospital bed, by sole survivor Lex (Bianca Haase)? Is it some kind of nudge in the proverbial ribs that, as we see the quartet strip off to swim near a waterfall, we hear Lex intone solemnly that this was the last time they were happy? (Spoiler: because everyone is going to die.) And was writer-director-producer Taylor Chien hoping to use this as a calling card to get a gig making episodes of Love Island? Or did he and his friends just fancy a holiday in Hawaii? Whatever the answers to these and other questions may be, there’s no doubting that this film was more fun to make than it is to watch, although there is a sort of guilty pleasure in the spectacle of ruins and decay and wondering whether the film-makers actually found a real abandoned resort, or if it’s all a set. • The Resort is released on 30 April on digital platforms.",The Resort,FILM
321,‘Like a Starbucks’: Elton John and Donald Trump deliver damning Oscars verdicts,"Elton John was among celebrities expressing his disappointment with this year’s Oscars ceremony, the telecast of which was watched by 58% fewer people than last year. “The Oscar ceremony looks like it’s coming from a Starbucks somewhere,” John remarked to co-host Neil Patrick Harris at his annual – and this year, virtual – viewing party. John was commenting on the new, socially distanced venue at Los Angeles’s Union Station. “I still can’t get over the set,” he added. John later clarified that his chief disappointment was pandemic-related. “I wish we could be there. It’s more fun. This is the only way we could do it.” Meanwhile, Donald Trump issued a statement from Mar-a-Lago decrying this year’s event. “What used to be called the Academy Awards, and now is called the “Oscars” – a far less important and elegant name – had the lowest television ratings in recorded history,” he began. “If they keep with the current ridiculous formula, it will only get worse – if that’s possible.” Trump credited the fall in ratings to “political correctness” and the Hollywood elite silencing Republicans. Late-night chatshow host Jimmy Kimmel mocked both parties on his show, saying: “Trump basically is the Oscars – old, bloated, completely self-involved and obsessed with gold.” He also read out a spoof statement from the Academy, aping Trump’s unusual phrasing and grammar with the postscript “Our show SUCKED this year because you gave everybody Covid.”",Elton John,OTHERS
322,Threshold review – road trip out of hell in iPhone horror,"In some corner of a US nowheresville town, sad-sack musician-schoolteacher Leo (Joey Millin) gets a call from his mom begging him to pick up his screw-up of a sister Virginia (Madison West). Virginia has had an on-off problem with drugs that ruined a once promising law career. Leo is sceptical of her latest excuse for being found in a squalid apartment looking high, even though there are no obvious track marks: she claims satanic jiggery-pokery has fused her bodily sensations with that of an unknown man, so she feels all his pain and pleasure and vice versa. She has no idea where he is – but carving “where r u?” into her arm prompts a handy reply with precise coordinates. So off Leo and Virginia go, for a family road trip. Most of the running time is spent in close quarters with Leo and Virginia as they reminisce about their childhoods and the ups and downs of their adult lives in mumblecore fashion between bouts of spooky stuff to remind us of the horror-movie reason we here. The jarring shifts in register recall other offbeat, supernatural road movies such as Ben Wheatley’s Kill List, but the direction from collaborators Powell Robinson and Patrick Robert Young is less assured and the performances don’t have the same spontaneity. It doesn’t help that Young’s script is thin on wit, while the sound on the version I saw left much to be desired. That latter problem may have something to do with the fact that the whole thing was shot on iPhones, a gimmick that was charming, cruddy-cool and texturally fascinating when Sean Baker did it with Tangerine in 2015, but which looks dated now and just plain cruddy. • Threshold is available from 3 May on Arrow.",Threshold,FILM
323,Polanski announces first new film since being expelled from Academy,"Roman Polanski has announced his first film to be put into production since the director was expelled from the Academy of Motion Picture Arts and Sciences (Ampas) in 2018. According to Variety, Polanski has secured backing from Italian media giant Rai Cinema for The Palace, a drama Polanski has co-written with fellow Polish film-maker Jerzy Skolimowski. Rai Cinema’s CEO Paolo Del Brocco said that The Palace is set on New Year’s Eve in 1999, and is about “a big hotel immersed in the Swiss Alps where the lives of the guests and those who work for them intersect”. Del Brocco added: “I know that Polanski carries some controversy, but we are interested in the artistic side. The quality of the stories, not the personal story.” Polanski, who is still wanted in the United States after he admitted the statutory rape of a 13-year-old girl in 1977, has become a major target for #MeToo campaigners in France. In 2020 he won a César, France’s equivalent to the Oscars, for best director for his previous film An Officer and a Spy, about the Dreyfus affair, sparking protests and walkouts, including by Portrait of a Lady on Fire’s Adèle Haenel. At the time, Ursula Le Menn, an activist with campaign group Osez le Féminisme, said: “For women who have had the courage to speak out about the abuse they suffered, there is an enormous pain seeing this man distinguished.” Polanski was expelled from Ampas in 2018 “in accordance with the organisation’s standards of conduct”. He subsequently lost a court case that would have forced his reinstatement. Polanski had been arrested in Switzerland in 2009 in relation to the outstanding US warrant against him, but was freed from house arrest 10 months later by the Swiss authorities. Rai Cinema was involved in An Officer and a Spy, which was first announced in 2012, before finally going before cameras in November 2018. Skolimowski was a contemporary of Polanski’s during the Polish “new wave” of the 1960s, co-writing Polanski’s debut feature Knife in the Water. In the 1970s and 80s he made a much-admired trilogy of films in the UK, Deep End, The Shout and Moonlighting. He returned to film-making in Poland with 2008’s Four Nights with Anna.",Roman Polanski,FILM-CREW
324,Safer at Home review – gimmicky pandemic thriller feels very 2020,"Of all the awfulnesses rained down on us by coronavirus, down the list in 457th place is the return of the found-footage movie, back on our screens in the guise of the Zoom-call film. Last year’s nifty little chiller Host was a masterclass in how to do it: a subgenre high. Much less satisfying is this gimmicky and derivative pandemic thriller directed by Will Wernick about a drunken virtual party that gets out of hand. There is absolutely no sense of it being shot in real time and a strong whiff of phoniness hangs over the whole thing. Newsreel footage sets the scene. It’s America, summer 2022. After four waves of coronavirus, 31 million Americans are dead, and a nationwide night-time curfew is in place. Stuck at home in Los Angeles on his birthday making do with an online party is Evan (Dan J Johnson). His girlfriend Jen (Jocelyn Hudon) is with him; she’s pregnant but waiting till after the party to break the news. Their friends, joining online, feel like an assemblage of 90s sitcom stereotypes: a cute gay couple, Evan’s party-hard best mate and Jen’s singleton pal. At first, as the friends banter, the interplay between the actors feels a bit unnatural, aggressively upbeat. Then they drop ecstasy pills and the mood turns edgier. There’s an accident – or is it a crime? One of the group runs out into the city with the police in pursuit, and miraculously, while being chased by the cops, keeps his phone steady in his outstretched arm to film himself. The rest of the actors have to make do with staring at their computer screens with insincerely shocked and anxious faces; the lack of dramatic tension is all too apparent. And despite being set next year, Safer at Home already feels out of date. It begins and ends with clips of Donald Trump failing to grasp the severity of virus – and its vision of the US spiralling out of control feels very mid-2020. • Safer at Home is released on 3 May on digital platforms.",Safer at Home,FILM
325,The Virtuoso review – Anthony Hopkins on autopilot for dull hitman thriller,"This gloomy – literally so – thriller is set mostly over the course of one night, starting out with a big wodge of voiceover narration by the film’s unnamed hitman protagonist (Anson Mount), all of it using the second person voice with a cello sawing away in the background. For a minute your hopes are raised that this will be some kind of playful postmodern narrative, along the lines of Italo Calvino’s If on a Winter’s Night a Traveller, Robert Coover’s Noir, or even a pleasingly lurid Gen X study such as Jay McInerney’s Bright Lights, Big City. Alas, you are disappointed to learn this mystery story is much less clever than it thinks it is. Perhaps you should have twigged that earlier as the hitman, who considers himself a master of his trade, pretty much screws up every assignment he gets after his initial hit, where he shoots a man in flagrante delicto, splattering his partner with blood in the process. When the hitman complains to his boss – Anthony Hopkins (clearly slumming it before winning his second Oscar, and not even trying to fake the American accent required to play a grizzled Vietnam war vet) – about his feelings of guilt and despair about “collateral damage” (ie innocent people getting killed), you rightly suspect this is evidence that he doesn’t have the best judgment. At least, you sigh with resignation, the film had the good sense to give the role of a smalltown waitress to the too seldom cast Abbie Cornish, an actor with great range and subtlety who you hope will have more to do here than pour coffee and look sultry. When it’s all over and the big twist you saw coming in the first 15 minutes has been revealed, you feel empty, a bit depressed, and like you need another cup of coffee. • The Virtuoso is released on 30 April on digital platforms.",The Virtuoso,FILM
