"    ","Title                                                                                         ",Text,central_entity,type
"346 ","Steven Soderbergh: Oscars ending changed in case Chadwick Boseman won                         ","Steven Soderbergh, the film-maker who co-produced this year’s Oscars ceremony, has defended the controversial decision to switch round the running order, meaning the final prizes were best actress and best actor, with best film coming third from the end. In an interview with the Los Angeles Times, Soderbergh credited the decision to the likely narrative of the night, saying that he and fellow producers Stacey Sher and Jesse Collins first discussed the possibility back in January, months before the nominations. “It’s our belief – that I think is not unfounded – that actors’ speeches tend to be more dramatic than producers’ speeches,” said Soderbergh. Back in January, a win for the late actor Chadwick Boseman for his role in Ma Rainey’s Black Bottom also seemed almost certain, with his widow accepting the award on his behalf. This eventuality, said Soderbergh, “would have been such a shattering moment” that “to come back after that would have been just impossible”. Therefore, continued Soderbergh, switching the categories around seemed sensible. “I said if there was even the sliver of a chance that he would win and that his widow would speak, then we were operating under the fact that was the end of the show,” he said. In fact, Boseman lost out on the best actor prize to Anthony Hopkins for his performance in The Father. Hopkins, 83, was in Wales at the time of the ceremony and did not travel to the London hub to pick up his award – at what would have been nearly 4am local time – as the producers had requested. Hopkins’ co-star Olivia Colman, who did attend the London ceremony, was also not allowed to receive it on his behalf. The actor offered to join the ceremony via video link, but the Oscar producers stood firm on their “no Zoom” policy, meaning the show closed abruptly with best actor presenter Joaquin Phoenix accepting the prize for Hopkins and credits quickly rolling. The lack of closure was exacerbated by the lack of a host to wind proceedings up. Asked if he regretted the decision not to allow Hopkins to join by video link, Soderbergh said: “No.” The TV ratings for this year’s Oscars were 58% down on last year.",Steven Soderbergh,FILM-CREW
"347 ","Cowboys review – Steve Zahn brings his A-game to warm Montana trans drama                     ","There’s a marvellous gentleness and warmth to this Montana-set drama from writer-director Anna Kerrigan. Its star, Steve Zahn, has been a mainstay of Hollywood-indie character acting these 30 years, and he brings his A-game to playing Troy, a roguish, big-hearted guy with a drinking problem, a bipolar disorder and a prison record. He was once married to Sally, played by Jillian Bell, and on the weekends, despite the lack of any court order enforcing it, Sally still lets him see their 10-year-old who absolutely adores him and hates the girly dresses and dolls that Sally keeps supplying and loves instead the Stetsons, denims and huge belt buckles that Troy has. Troy chuckles indulgently at these “tomboy” mannerisms, which triggers this outburst: “Tomboys are just another type of girl – and I’m not a girl.” Their child is not their daughter but rather their transgender son – whose name should be Joe, not the “Josie” they’ve been using. Troy grasps this but Sally can’t, and it’s an outstanding performance from child actor Sasha Knight. This family dynamic comes to a crisis as the fragile relationship between Troy and Sally further disintegrates and, in an increasingly emotional state, Troy effectively kidnaps Joe for a camping trip that, in his muddled, feverish mind, will be their escape up north to Canada, just two cowboys together. For all his problems and inadequacies, Troy – the outsider, the transgressor – is the one who understands Joe, but Bell shows how Sally is understandably angry at how Troy gets to swagger around as the freewheeling male hero and role model while she is gender-stereotyped as the woman landed with the unglamorous job of caregiving. “Look who gets to suck,” she says, asking angrily: “Who would choose to be a girl?” And there is the further issue of how cowboys idolise and fetishise their phallic guns, which are going to get Troy and Joe into deep trouble. Cowboys is a film that relaxes into its ideas and themes, and the performances from Knight, Zahn and Bell – with Ann Dowd as the cop on Troy’s trail – are all tremendous. • Cowboys is released on 7 May on digital platforms.",Cowboys,FILM
"348 ","Sue Hayes obituary                                                                            ","My friend Sue Hayes, who has died of ovarian cancer aged 69, was a talented film and TV consultant, producer and researcher who knew the industry inside out. As head of the London Film Commission (now Film London) she played a major part in making London a film-friendly city. Sue’s forte was making things happen. She was born in London, the eldest child and only daughter of James Hayes, who worked at the Vauxhall car plant at Luton, and his wife, Alice (nee Manuel). She attended Apsley grammar school, Hemel Hempstead, and studied economics and sociology at City University (now City, University of London), graduating in the late 1970s. She took a diploma in industrial relations and politics from the LSE, and went into journalism, working variously for the Daily Mirror, Der Spiegel and the Sunday Times (where we met), as well as working as a researcher for Granada TV and freelancing for Thames Television, London Weekend, and ITN. From 1979 to 1983 she was director of the Edinburgh International TV festival. In 1989 Sue launched her own independent production company, VPL, which made TV documentaries, including For the Sake of the Children (1991), which won an International Emmy. It was the story of a remarkable Manchester woman, Anita Goulden, who visited Peru and decided to stay and care for orphaned children. As a result of the film, a charity was established. The film was commissioned by Granada TV and shown on ITV. Sue also made several episodes of Biography, an American TV series, for A&amp;E networks. It was as head of the London Film Commission (now Film London) between 2000 and 2010 that Sue really came into her own. She relished her role as advocate and promoter of film-makers and filming in the city. Blessed with a wicked wit, she did battle with everyone and anyone who threatened to hinder filming. It was hard to say no to Sue. Sue was kind, fun, and an honest and loyal friend. She was also a mentor and supporter to many young film-makers, and had recently been working for the Location Guide helping film-makers to find sites for filming. She is survived by her husband, the TV producer Rod Caird, whom she met at Granada TV and married in 1995, by their son, Luke, by Sue’s son Charlie, from an earlier relationship, and by two brothers.",Sue Hayes,FILM-CREW
"349 ","Citizen Penn review – Hollywood star’s vanity project lifts Haiti                             ","Actor, director, screenwriter and now novelist Sean Penn has had some mixed notices for his non-showbiz activities and his dramatic interventions in various international situations – including his defiant declaration of faith in the late Hugo Chávez and his successor as Venezuelan president, the now-notorious Nicolás Maduro. And the naysayers and the eye-rollers may not be entirely mollified by this documentary about Sean Penn’s charity work in Haiti, which does come across in some ways as a 93-minute self-administered high-five. It begins with a carefully curated montage of TV news footage tacitly admitting what a paparazzo-punching brat he once was – but there is no clip of his puppet appearance in Trey Parker and Matt Stone’s comedy Team America: World Police as an archetypal whiny liberal. Well, Sean Penn is entitled to praise. In 2010, he responded to the news about the Haiti earthquake by mobilising contacts already amassed during his experience helping out during Hurricane Katrina, and he got on to Chávez, and asked him to supply hundreds of thousands of vials of Venezuelan morphine for Haiti’s field hospitals. (Penn had been out to Venezuela to meet Chávez the year before in the sceptical company of Christopher Hitchens, who had called him an “oil-rich clown”.) Penn then buccaneeringly headed out to Haiti and virtually commanded his own emergency relief programme, with the aid of the US military and with donations that he was able to secure through self-publicising TV interviews with CNN’s Anderson Cooper. The resulting aid body continued to grow over the next decade, with the aid of Penn’s Geldofian annual fundraising dinners, inevitably featuring concerts by U2; it evolved into a new organisation that trains emergency first-responders in the US and the Caribbean, and also helped with America’s Covid vaccination rollout, a new twist which the movie was able to edit into the closing credits. What the film shows – perhaps not entirely intentionally – is that maybe you need someone vain enough to think he is destined to make a difference, and cunning enough to see how the vanity-economy of movie celebrity can generate media attention and cash. And Penn’s involvement has been a lasting thing. Perhaps the film could have benefited from a more analytical discussion of Haiti’s larger historical context, but it’s a worthwhile record. • Citizen Penn is released on 6 May on Discovery+.",Citizen Penn,FILM
"350 ","Once Upon a River review – teenager’s waterborne tale of survival                             ","Mark Twain meets Winter’s Bone in this slice of Americana from first-time feature director Haroula Rose. It opens with a Terrence Malick-ish monologue by 15-year-old Margo (Kenadi DelaCerna): “I missed momma, the way she smelled of cocoa butter and white wine.” A tough, resourceful teenager, Margo lives in a rundown town on the banks of the fictional Stark river in Michigan – the kind of place where skeletons of old cars pile up in front yards. Her mom ran out a year earlier (“The river stink drove her crazy”), leaving Margo and her Native American dad Bernard (Tatanka Means). And here the voiceover ends, slightly frustratingly, since Margo rarely speaks, and this is the only time that we get much of a hint of her inner life. She spends her days fishing in the river and hunting deer; she’s a brilliant shot, much better than the boys. But she is also prey. Her cousin eyes her with a feral leer, though in the end it’s her dad’s white half-brother, uncle Cal (Coburn Goss), who lures her into the toolshed. What happens next is not a rape; Rose’s script is insistent throughout that Margo is a survivor not a victim, at the expense perhaps of giving her much in the way of human feelings. There’s a blankness to her character that’s hard to get beyond. The incident in the shed leads to a death. Rifle in hand, Margo takes off in her boat – the River Rose – to find her mother. On the way she relies on the kindness of strangers. There’s a borderline creepy guy who her dad sells deer meat to, a young academic who is impressed by Margo’s survival skills, and, best of all, an emphysemic old-timer called Smoke (John Ashton). For an odyssey about a young woman making her own way in the world, it’s a bit disappointing that all the people who help Margo are men. • Once Upon a River is released on 7 May on digital platforms.",Once Upon a River,FILM
"351 ","Charlatan review – inside the mind of a prickly mystic                                        ","A local legend in the mid-20th century Czech Republic who scrutinised the urine of his clients and made diagnoses based on a blend of science and mysticism, Jan Mikolášek is a prickly subject for Agnieszka Holland’s latest biographical drama. Its title notwithstanding, the film expends little energy exploring whether or not Mikolášek’s healing gift was genuine. The recurring shots of him glowering at his own hands suggest that it was real, and as much a curse as a blessing. But Mikolášek (Ivan Trojan) does double duty as a character. Not only is he a conflicted man – impatient, impossibly demanding in his work and in his covert gay relationship with his assistant, Frantisek (Juraj Loj) – he also symbolises postwar eastern Europe, torn between political allegiances, progress and superstition, science and folklore. There’s an austere elegance to Holland’s film-making, particularly in the frames within frames that box the permanently peevish Mikolášek into places he would prefer not to be, next to sick people he would prefer not to have to care for. But like the character it explores, Charlatan can seem rather dour at times. A more playful director might have let the amber hues of the ubiquitous pee samples seep into the colour palette, but Holland takes her cues from the greyish complexions of the ailing and the sticky blacks and greens of a gangrenous leg. On multiple VOD platforms",Charlatan,FILM
"352 ","Cowboys review – progressive, predictable Montana trans tale","Comic actors Steve Zahn and Jillian Bell are uncharacteristically earnest in this achingly well-intentioned but thuddingly heavy-handed family drama. Zahn plays Troy, the heavily medicated but supportive father of a trans boy, Joe (Sasha Knight, impressive). Bell is Sally, Joe’s mother, who forces Barbies and pink on to her mortified child. In the war zone of Troy and Sally’s relationship, pronouns are wielded like weapons. Even before the repeated shots of Troy chucking back mood stabilisers by the fistful, the unsanctioned father-son road trip into the Montana wilderness seems like a really bad idea. Then Troy loses his tablets and the cops, led by a firm but fair Ann Dowd, close in on the boy and his increasingly erratic father. Plenty of child-with-gun foreshadowing leaves little doubt about how the third act will play out. On Curzon Home Cinema and digital download",Cowboys,FILM
"353 ","Once Upon a River review – a meandering story of survival                                     ","A survival story in which a teenage girl, severed by tragedy from her home, goes in search of her estranged mother, Haroula Rose’s debut feature Once Upon a River has a superficial kinship with Debra Granik’s Winter’s Bone. But rather than the sinewy toughness of that picture, this adaptation of the novel by Bonnie Jo Campbell is meandering in its pacing, losing power rather than building it as the story unfolds. Apart from the atmospheric wetland backdrop, the film’s main asset is Kenadi DelaCerna, self-possessed and soulful in the role of the part Native American 15-year-old, Margo Crane. In virtual cinemas and on demand",Once Upon a River,FILM
"354 ","Servants review – evil permeates a Catholic seminary                                          ","As if in a succession of scenes from a starkly remembered bad dream, this deeply disturbing film in haunting monochrome, from director Ivan Ostrochovský and co-writers Rebecca Lenkiewicz and Marek Lescák, tells the story of two students in a Catholic seminary in early-80s Czechoslovakia, part of the (real life) Pacem in Terris organisation, a collaborationist body through which the church submitted to state control in return for the right to (notional) existence. Juraj (Samuel Skyva) and Michal (Samuel Polakovič) are fresh-faced boys who arrive at the seminary to find themselves in an austere haunted house of shame, reeking of paranoia, exhaustion and self-reproach. Dissident young priests are secretly communicating with the Vatican and with Radio Free Europe and the priestly authorities have neither the courage to endorse this defiance nor the ruthlessness to suppress it, and so the secret police are making their malign presence felt – in the form of “Dr Ivan”, who has a blackmailing hold on one of the senior clerics. He is a deeply malevolent man with a skin disorder, played by Vlad Ivanov, another in this actor’s gallery of odious east European authority figures. There are some amazing visual compositions, chiefly some repeated overhead shots of a central basement-level courtyard, accessible via a flight of stone steps, in which washing is hung up and whispered plotting takes place: it is a rectangle of strangeness, like an Escher drawing. And all the time the security police are getting ready to remove undesirable persons, perhaps through the fiction of a military “draft” or through simple murder. Pure evil permeates this brief, 80-minute film, whose cold visual brilliance reminds me of the recent movies of Paweł Pawlikowski. It wasn’t until some time after it had finished that I grasped one of the reasons it was so oppressive: there are no women in it at all. There is a chill of political fear. • Servants is released on 14 May on digital platforms.",Servants,FILM
"355 ","A Space in Time review – lyrical portrait of a family facing an incurable disorder            ","Here is a deeply personal documentary that raises awareness about a disability without neglecting the interiority of those living with the condition. Co-directed by Riccardo Servini and Nick Taussig, the film follows the Taussig family’s experience of Duchenne muscular dystrophy, a genetic disorder that affects their young sons, Theo and Oscar. Duchenne is incurable and fatal. By the time Theo and Oscar are in their teens, they will be using wheelchairs full time; their 20s will come with ventilators. Throughout the film, Taussig gently explains these realities to his sons, with no sugarcoating. Satisfying children’s curiosity has never been easy, and here the task is made even more difficult when science itself has yet to provide all answers. The recurring juxtaposition of these conversations with Theo and Oscar playing in the garden or getting dressed for school captures how the condition, while debilitating, is also just one facet of their lives. At one point, the inquisitive Theo asks if ice cream can cure Duchenne. The boys’ experiences are rendered acutely intimate, normalised and without hollow pity. The film also places a poignant emphasis on community and accessibility. Thanks to the goodwill of a building company, the Taussigs’ house is designed to meet the needs of their sons, including wide hallways to provide easy access for their wheelchairs. Interviews with people at different stages of Duchenne and their families illuminate how the condition progresses and also highlight the solidarity among them. Moments of darkness recur throughout the film, the final shot of the Taussigs sitting and laughing on a swing says it all. The future will always be shifting and uncertain, but they, and their community, are all in this together. • A Space in Time is released on 17 May on digital platforms.",A Space in Time,FILM
"356 ","Objector review – Israeli anti-occupation documentary wears its politics on its sleeve        ","In this rousing, unabashedly left-inflected documentary, we meet Atalya Ben Abba, a young Israeli woman staring down the barrel of the mandatory military service everyone in the country must do when they come of age. But Atalya doesn’t want to play any part in the state apparatus that makes the occupation of Palestine possible. Instead, she proclaims herself a conscientious objector, and must face time in prison. While her brother Amitai gets where she’s coming from, others in her family – her mother Alona, sister, father, grandparents – find it harder to understand Atalya’s point of view, especially the members of the older generation who grew up in the shadow of the Holocaust. On the other hand, footage here proves that Zionist extremism permeates every generation: frothy-mouthed young Israeli rightwingers show up at the demonstrations where Atalya speaks only to counterprotest and demand that Atalya and other objectors “go back to Berlin”. Still, Atalya’s story and the testimony of some of her fellow objectors who hope for a political and diplomatic solution to the conflict suggests that the younger generation’s attitudes may be shifting, even if Atalya’s nephew learns about joining the army as early at the first grade. Director Molly Stuart includes interview footage with displaced Palestinians as well as pro-settlement Israelis in order to strike some semblance of balance. But the surging score over montages of Atalya protesting, and others demonstrating their support for her while she’s in military prison makes it pretty clear where our sympathies ought to lie. Strategies like that are legitimate for the purposes of persuasive film-making, but I intensely distrust the use of staged re-enactments in documentaries, like the one in which Atalya argues her case before the Israel Defense Forces’ conscience committee hearing. Even if it’s supposed to be based on a transcript, it just feels disingenuous. • Objector is released on 14 May on True Story.",Objector,FILM
