Title,Text,central_entity,type
Gatecrash review – opaque auto-accident drama,"Adapted from a play by Terry Hughes, this pent-up and then purgatively violent drama revolves around an offscreen car accident that sends a handful of characters colliding into each other. Clearly already dancing a miserable tango of abuse, Nicole (Olivia Bonamy) and Steve (Ben Cura) come home to their isolated house in the country, decorated in shades of taupe, grey and plum to match Nicole’s bruises, after Steve runs over a stranger on the road on the way home from a party. Though he was driving and chose to leave the scene of the crime, he still blames Nicole for distracting him with an argument. As this display of toxic masculinity approaches its full operatic pitch, suddenly there’s someone at the door: policeman (Samuel West), all creepy chirpy banter, who’s wondering if they’ve seen anything strange lately. There’s quite a lot that’s strange here, including repeated chunks of dialogue that transfer from one character to another, the opaque motivations of several characters, and whether some of this is meant to be fantasy or just heavy-handed melodrama. Plus, there’s a mysterious second-act appearance from another creepy character named Sid, played by Anton Lesser (best known on TV for Game of Thrones and Wolf Hall). Lesser is the best thing in this, giving a layered performance that hints at a backstory that the actor at least may have conceived in detail even if the screenplay, credited to director Lawrence Gough and Alan Pattinson, doesn’t give him much to work with. Perhaps this worked better on stage, but as film it’s neither fish nor fowl, lacking neither the surrealism to give it a Lynchian dream logic, nor the psychological insight to make it work as realism. • Available on digital platforms.",Gatecrash,FILM
The Dark and the Wicked review – devilishly directed farmhouse horror,"The Dark and the Wicked is a nastily effective, lo-fi, psychological haunted house horror about a malevolent force that takes up residence in a remote Texas farmhouse (shot at director Bryan Bertino’s family home). There is possibly not a single scary moment here that will be new to horror fans, but Bertino directs with such technical flair that I yelped at most of them – and half-missed the others, eyes squeezed tight shut. Louise (Marin Ireland) is on a visit back to the farm where her bedridden dad (Michael Zagst) is dying. Her brother, Michael (Michael Abbott Jr), is here too, a hulking lunk in a lumberjack shirt who seems emotionally avoidant, rarely making eye contact. Everything about the farm feels creepy as hell: the sheep bleating in the barn, homemade wind chimes rattling. The land itself has a forsaken feel, abandoned by the younger generation. Refreshingly, Bertino’s emotionally literate script gives the family very real dynamics. Drinking beer on the porch one evening, the siblings experience a stab of guilt, realising how long it’s been since they last visited. What’s strange is that their mother (Julie Oliver-Touchstone) isn’t exactly welcoming. “I told you not to come,” she hisses. In her diary, she’s been writing about a diabolical force taking over the house. The first gruesome scare involves the mother chopping carrots with a very large knife. Worse is to come from the evil presence (named the Wicked in the credits), who the audience sees in the shadows in a couple of blood-run-cold “he’s behind you” moments. Wisely, Bertino exercises restraint, not revealing too much about the Wicked. But that does leave his script open to the accusation of narrative thinness – and with the bodies piling up, you’d expect a cop or two to come sniffing around. • Released on 25 February on Shudder.",The Dark and the Wicked,FILM
Paramount to launch streaming service for new and old films,"Paramount has become the latest studio to unveil plans for a streaming service it hopes will help maximise profits on films whose release has been affected by the pandemic. Paramount Plus, which launches on 4 March, will feature archive content as well as carrying new movies 30 days after theatrical release – or 45 for tentpole titles. These include oft-postponed releases such as Top Gun: Maverick (due in cinemas on 2 July), A Quiet Place II (17 September) and Mission: Impossible 7 (19 November). “Audiences are changing in their habits and we want to make sure that these films are available when they’re fresh after a full theatrical run,” Paramount Pictures CEO Jim Gianopulos told Variety on Wednesday. Mission: Impossible 7 wrapped filming last week after a long-running shoot involving multiple restarts in a wide variety of locations. Post-production is now under way in London ahead of the proposed release over the Thanksgiving weekend holiday in the US. The move is another blow for cinema owners seeking to shore up trade post-lockdown. Disney and Warner Bros have already launched popular streaming services either in tandem with a cinematic release or – particularly in the US, where most venues have been closed for almost a year – as standalone platforms. Universal recently struck a deal with key US chains that would allow them to stream new titles after only 17 days in cinemas. Paramount also announced TV series based on hit movies such as The Italian Job, Love Story, Flashdance and Fatal Attraction.",Paramount,FILM-CREW
"Hellraiser: Judgment review – diminishing, misogynist returns for classic franchise","There have been so many additions to the Hellraiser franchise since the first one debuted in 1987 that we’ve now got to the stage when it’s best not to remind viewers how many there have been, lest the young uns think it’s some kind of musty Gen X thing that just won’t die. Which it kind of is, to be honest. This latest contribution, written and directed by makeup effects specialist Gary J Tunnicliffe, feels like a pretty degraded mutation from the original concept. Where the first few Hellraisers had an interesting if somewhat icky erotic tang to them – alluding to S&amp;M/fetish culture as much as horror, and featuring female protagonists – Judgment is less about desire than just straight-up misogyny and gory, gross-out money shots. The franchise’s iconic demon Pinhead is back once again (of course), played here by Paul T Taylor. But he’s more of a background presence as an assortment of other demons, including one played by Tunnicliffe himself, take over the business of bedevilling humanity via what sounds like insurance industry-based methods of torture, given they call themselves The Auditor, The Assessor and whatnot. Among the living, the main characters are a trio of cops – two of them brothers Sean (Damon Carney) and David Carter (Randy Wayne), as well as rookie Christine (Alexandra Harris) – who are investigating what seems to be a serial killer case. One of the first victims is a young woman (Grace Montie) who dares to be sexually active, and ends up with her lapdog and mobile phone sewn up inside her body. Elsewhere, there’s a trio of supernatural vamps who sit in judgment over souls and have fake blood hosed on to their large naked breasts, which I guess is one way to get your jollies. The dialogue is execrable, which partly excuses the inert performances; the sets – including one that looks like a shop’s filament bulb display – are more interesting to look at than the actors. • Released on 22 February on digital platforms.",Hellraiser: Judgment,FILM
Restless Natives review – classic Scottish comedy is a reminder of a sweeter era,"“Guns are for LASSIES! Nobody seems to put the BOOT in any more!” This rousing manifesto for muscular non-armed crime of the traditional sort comes from one of the hardened villains that surreally pop up in this intensely likable Scottish caper from 1985, with a soundtrack from Big Country. It was part of a boom in Britmovie comedy of the era when Scotland was becoming caustically alienated from Thatcherite England, and which gave us Bill Forsyth’s Gregory’s Girl, Comfort and Joy and Local Hero. The script from Ninian Dunnett was originally the winning entry of a screenwriting competition (Dunnett in fact wrote no more for the screen after this, and became an author and social historian) and it was directed by the anglophile and caledonophile American Michael Hoffman. Joe Mullaney plays Ronnie, a likely Edinburgh lad who works in a joke shop, like Miranda Hart. He and his nervy mate Will (Vincent Friell) decide they’re sick of being poor and resolve to tour around the countryside on their motorbike, in a clown and wolfman disguise, robbing tourist buses – which they do so politely that they become folk heroes. Bryan Forbes and Nanette Newman provide cameos as a grumpy English couple who assume they’re a student “rag week” stunt and fob them off with one of the big 50p coins of the day. But when the lads’ criminal career takes off, a mean American cop over here on holiday, played by Ned Beatty, gets on their trail with his flashy big mobile phone (“It’s the Man from UNCLE!” giggle the local officers) and tension emerges between the two bandits. Will finds himself romantically involved with Margot (Teri Lally), a tour guide on a bus he’d just stuck up, and Ronnie falls in some with serious villains, led by a deadpan Mel Smith. Kids keep cropping up in the action – unsentimental and unimpressed by both the cops and the robbers. It’s the kind of gentle and yet sweetly funny use of children that British cinema just doesn’t do any more. Ronnie and Will are in some ways innocent forerunners of Renton, Spud et al in Trainspotting, and also a prototype Wallace and Gromit. Released on 1 March on digital platforms.",Restless Natives,FILM
Advice on fasting is just slowing down | Brief letters,"I am not surprised that students expressed some doubts about replacing exams with teacher assessments (‘I’d 100% prefer to sit exams’: pupils on teacher-assessed grades, 25 February). When I was at school in 1964, my headteacher asked me if the rejections of my applications to study medicine were complete yet. I qualified at UCH London in 1970. Dr Colin Morison Canon Pyon, Hereford • The Common Sense Group of Conservative MPs presumably chose its name through careful study of the Marxist philosopher Antonio Gramsci’s works. “Common sense is a chaotic aggregate of disparate conceptions, and one can find there anything that one likes.” Peter Brooker West Wickham, Kent • Gwyneth Paltrow recommends “fasting until 11am every day” as part of a diet to combat long Covid (NHS warns against Gwyneth Paltrow’s ‘kombucha and kimchi’ Covid advice, 24 February). I regularly eat breakfast well after 11am these days since I see little point in getting out of bed before that time. Does this count? Tony Purcell Sheffield • Bob Marley and the Wailers’ 1975 Live! album, arguably the second-best live album of all time after The Band’s The Last Waltz, appears to be missing from your list (From Daft Punk and Beyoncé to the Band: 10 of the best ever live albums, 26 February). Surely a mistake. Toby Wood Peterborough, Cambridgeshire • Never mind the first snowdrop or cuckoo (Letters, 16 February) – we’ve got washing on the line in West Yorkshire. Beat that. Dr Mark Wilcox Holmfirth, West Yorkshire",None,OTHERS
Moxie review – Amy Poehler's high-school comedy plays it straight,"A high-school movie directed by Amy Poehler, the SNL comedy blackbelt who starred in Parks and Recreation? And who is incidentally the longtime performing partner of Tina Fey, who created the high-school classic Mean Girls? Is this going to be hilarious, or what? Sadly no. Solemnly based on a novel by YA author Jennifer Mathieu, Moxie could be called Nice Girls or Mutually Supportive Girls. Poehler herself has a small role as the single mom of a smart, lonely teenage girl called Vivian (Hadley Robinson) who is best friends with Claudia (Lauren Tsai), but whose intimacy with her is about to be damaged by her admiration for supercool new girl Lucy (Alycia Pascual-Peña), and her growing romantic situation with the impeccably right-on and pro-feminist supportive guy Seth (Nico Hiraga). Enraged by the boorish, sexist behaviour of the obnoxious football star Mitchell (Patrick Schwarzenegger), and the way he is indulged by the school, Vivian gets inspired by her mom’s long-since forgotten protest persona, and she starts a zine called Moxie and triggers a feminist revolution at the school which challenges her friendships and her sense of herself. The film is intensely, almost radically humourless, which is hard to ignore and in fact hard to bear, because of this film’s obvious resemblance to recent great movies like Booksmart or Lady Bird and particularly at times the hard-edged classic Election. In fact, Moxie feels like someone has put those films through a machine for extracting the comedy and the political satire. The movie tackles diversity, bullying and rape, but does it all very glibly. The target audience will surely be aware of the canon of superior, funny movies – and they will be baffled to see that Poehler doesn’t want to do something similar. • Released on 3 March on Netflix.",Moxie,FILM
Body Brokers review – drug abusers feed addiction to profit,"While films such as Traffic and Sicario focused on the supply side of the US war on drugs, John Swab’s third feature takes on the demand part of the equation. An expletive-spattered prologue fills us in on how the Obamacare act’s obligation for healthcare-providers to cover drug-abuse treatment created a market for recovery facilities worth $12bn a year in southern California alone. Swab then zeroes in on pasty Ohio junkie Utah (Jack Kilmer), plucked from heroin deadendsville and offered free rehab on the west coast by Wood (Michael Kenneth Williams), a broker acting on behalf of treatment centres to find addicts whose stay will be funded by insurance companies. After completing the programme, Utah graduates to becoming an apprentice to Wood and quickly realises the size of the fraud at hand. Wood hauls in patients at scale by offering them a cut of the insurance money; the system has no incentive to see them permanently recover because relapsing addicts mean repeat business. Wood also runs the same ploy on subcutaneous implants that inhibit opiate addiction, delivering a stream of punters worth $60,000 each to a local surgeon. The cynicism and human collateral of it all makes it the narco-industrial complex’s version of sub-prime. Emblazoned with mouthy Big Short-style info-dumps, and with a phone-selling scene reminiscent of The Wolf of Wall Street, Body Brokers outwardly seems to be aiming for high Scorsesian amoral operatics. But given the originality of Swab’s take, it’s a shame he couldn’t find the film a more appropriate style: at heart it is a more sober film intent on declaring its outrage. Kilmer, son of actors Val and Joanne Whalley, is a little bland in the ingenue role, not really digging into the sense that something malignant squirms beneath: not just substance dependency but also American addiction to capitalism – as hinted at by two uses of Public Image Ltd’s Rise on the soundtrack, with its cry that “anger is an energy”. But the Mephistophelean Wood is a great role for Williams; another man running game on the system, like his Omar from The Wire, but the moral compass long since pawned off. • Released on 8 March on digital platforms.",Body Brokers,FILM
"Lucky review – home-invasion horror that's a stand against violence, on repeat","This clever thriller teeters on the brink of abstraction, and walks a razor wire between horror and an incredulous absurdity meant to stand for how women must live in the modern world: the daily toll of living in fear of aggression, physical assault and withstanding the misogynistic structures that excuse them. At 2.29am one night, writer May (Brea Grant) peers over her balustrade to see an interloper, features blurred by a gel mask, staring up at her from the backyard. When she retreats to bed to tell husband Ted, he is disturbingly blase: “Honey, that’s the man. The man that comes every night and tries to kill us.” Ted manages to off the housebreaker with a pool cue, but his body disappears within seconds. The next night, and the next, May must do it all over again. As this Groundhog Day home invasion unspools, other characters display the same weird acceptance as Ted. More than the physical threat, it’s as if a new unfathomable reality is creeping in and violating her own. The police response is half-hearted and, adding to the conspiratorial air, Ted packs his bags after an argument: “I can’t change this. This is just how things are.” After these microaggressions, the next macro one is incoming; you might expect an It Follows-style air of inexorable dread to set in, but May remains upbeat. Grant also wrote the script as well as starring, and perhaps it’s this closeness to the core ideas that allows her to pivot spryly between romcom perkiness and a nauseated hesitancy that suggests the dislocation between normal life and its violent substrate. Towards the end, there’s a suggestion that May’s public tough-it-out credo – she is plugging a self-help book called Go It Alone – may be, in some sense, perpetuating these attacks. Possibly this is acknowledging that the strong-woman ideal championed by some quarters of the #MeToo movement comes at the expense of a more realistic and collaborative feminism. Natasha Kermani’s film is an elliptical but vehement statement on the post-#MeToo landscape. If the film’s story development is stymied by the narrative’s ultimate stasis, it is to all the better point out that the fight is far from finished. • Released on 4 March on Shudder.",Lucky,FILM
Biggie: I Got a Story to Tell review – Netflix doc sidesteps murder mystery for moving life story,"Perhaps posthumous legacy was always on the mind of late rapper Christopher “Notorious BIG” Wallace. His impactful debut album Ready to Die was followed by Life After Death, released 16 days after he was killed aged 24, in a still-unsolved, drive-by shooting. Yet while there have been several filmic attempts to capture this legascy –– including Nick Broomfield’s 2002 documentary Biggie &amp; Tupac and the 2009 biopic Notorious –– this Netflix release is the first to successfully sidestep the quicksand of murder mystery, and focus instead on what Wallace accomplished in life. Clearly redressing that balance was the motivation of at least two executive producers, including Wallace’s label boss and friend, Sean “Diddy” Combs, who early on declares: “This story doesn’t have to have a tragic ending.” It’s the contribution of Wallace’s mother, though, that’s particularly significant. Firstly in the form of family photos and stories illustrating a childhood spent between their Brooklyn neighbourhood of Bedford-Stuyvesant and her family’s home in Trelawny, Jamaica. There, young Wallace’s favourite uncle exposed him to sound system culture, while back in Brooklyn a jazz musician neighbour played him Max Roach and Clifford Brown. So that by the time a 17-year-old Biggie triumphed in the now-legendary rap battle on Bedford and Quincy, he was already “rhyming in a way that exudes all the finer qualities of a bebop drum solo”. More subtly though, Ms Wallace’s involvement gives permission for loyal associates to open up about the “gangster” part of “gangster rapper”. The darkest rumours are omitted, but there’s a detailed account of how Biggie came to dominate the local crack cocaine economy. These mid-90s, north-west Brooklyn specificities are fascinating and relevant; to Biggie’s art, certainly, but possibly also to his death. • Released on 1 March on Netflix.",Biggie: I Got a Story to Tell,FILM
Eye of the Storm review – moving film about Scottish painter in love with nature,"Scottish painter James Morrison died shortly before the completion of this affectionate documentary about his life and work which premiered at the Glasgow film festival, and it’s a fitting tribute to an articulate and self-effacing artist with an extraordinary affinity for Scotland’s everchanging land- and seascapes. It’s directed by Anthony Baxter, best known for highlighting the stubborn local resistance to Donald Trump’s golf course in Aberdeenshire with his You’ve Been Trumped films; this is something of a change of pace, while offering a not-dissimilar celebration of a very Scottish style of quiet, unfussy determination. Morrison’s story is interesting enough – born and raised in Glasgow, the son of ship’s fitter, who settled on the east coast and made epic trips to paint abroad, most notably to the Arctic – but it’s added to here by a plangent late-life twist: he is losing his sight, to the extent he can barely see what he is painting. True to form, Morrison accepted this as uncomplainingly as anything else – “irritating” is the strongest imprecation I can recall – and there’s something inexpressibly moving about the way he strokes a blank sheet of paper taped to his easel as if he can’t wait to get started. This is by no means an emotionless film, however: Morrison talks passionately about his wife, Dorothy, who died in 2015, and introduces us to a stormily epic landscape painting he calls “a portrait of grief”. In fact, all of Morrison’s work appears suffused with a kind of religious awe at his surroundings; Baxter artfully inserts beautiful drone shots of big skies, beetling cliffs and rolling hills as an echo of Morrison’s canvases. His Arctic sequence – huge chunks of ice, floating in intense dark blue seas – stands out in terms of spectacle, but Morrison preferred to talk in terms of his own “argument with himself”. As a painter, Morrison ought to be better known; this film should give his reputation and legacy a major uplift. • Released on 5 March in virtual cinemas and digital platforms.",Eye of the Storm,FILM
Backtrace review – Sylvester Stallone memory-loss heist caper is one to forget,"This plodding crime thriller came out in the US in 2018 but now is its chance to dazzle the UK with its dullness, straight-to-digital lost heist-money shenanigans and easy-to-see-coming plot twists. The whole thing is really waxy and sad, like the immobile face of co-star Sylvester Stallone; although the chance to enjoy the always interesting, never-as-big-as-he-should-have-been Matthew Modine, still looking pretty fly with a shock of white-and-gold hair, is very welcome. An opening blam-blam shootout establishes the stakes and premise: a gang of criminals and inside men plotted and pulled off a bank heist, only to get ambushed in the woods. The multimillion-dollar haul was never found, and the only survivor was Donovan MacDonald (Modine). Unfortunately, a head wound left him with profound retrograde amnesia, and he spends another seven years in a medical penitentiary not even able to remember the crime he’s accused of or, more importantly, where the money is. But nurse Erin (Meadow Williams), fellow inmate Lucas (Ryan Guzman) and shady security guard Farren (Tyler Jon Olson) bust him out of prison and administer an experimental drug that might help him recover his memory if it doesn’t kill him first. Meanwhile, Stallone plays a local cop who has been making one of those mood boards with mugshots and strings wound between push pins for years, and is now being compelled to work with an FBI agent (Christopher McDonald, always a hoot) with a dodgy moustache. The lawmen get far less air time than Modine and Co, which is a blessing really. Shot in Georgia, a popular filming location, and here playing itself for a change, the whole dreary thing looks as if it was put through an Instagram filter called Rotgut that makes everything look like it was soaked in weak coffee and bile. Somehow it fits the depressed, post-industrial mood that the climax takes place in an abandoned concrete factory. • Available from 5 March on Amazon Prime Video.",Backtrace,FILM
Last Moment of Clarity review – neo-noir in double trouble,"Brothers Colin and James Krisel and/or actor Zach Avery must be either very well financed or ridiculously persuasive because they’ve managed to pull together a supporting cast and budget for this debut thriller that far exceeds what the script seems to warrant. At heart, Last Moment of Clarity is a slight, imaginatively thin B-movie which doesn’t so much as allude to Alfred Hitchcock’s Rear Window and Vertigo as outright steal from them brazenly, ending up with a limp neo-noir that unfolds in the streets of Paris and classy apartments in Los Angeles. There are cameos from Brian Cox and Udo Kier, both great scene-stealing actors with many virtues other than accent mimicry, judging by the bizarre Scots-French mashup Cox tries out here that is only a hair’s breadth better than Kier’s eastern European-German gangster stylings. In any case, each of them appears only fleetingly; the bulk of the running time features Avery as a schlubby guy from New York named Sam who is hiding out in Paris. Sam mooches about the streets and works for bar owner Cox, all the while mourning the loss of his girlfriend, Georgia (Samara Weaving), who died at the hands of some lesser gangsters who work for Kier’s character, for reasons only gradually revealed. When he sees an actor named Lauren in a movie who looks just like Georgia, he becomes convinced that the two women are one and the same, and flies to La La Land to find out. Enter Kat, played by the mesmeric Carly Chaikin, who ends up palling up with Sam, giving Chaikin a chance to play another variation on the manic pixie dream girl type she played in Mr Robot. The script is full of such daft coincidences you keep expecting there will be a clever twist to explain – but no, it really is that lazily written. At least the cinematography (by Andrew Wheeler) has atmosphere and the Parisian shots are pretty. • Available from 8 March on digital formats.",Last Moment of Clarity,FILM
Golden Globes suffers catastrophic drop in TV ratings,"To add to the difficulties besetting the Hollywood Foreign Press Association (HFPA), early TV ratings for its Sunday-night Golden Globes awards show have dropped catastrophically from previous levels. They are likely to become the lowest since the show returned to NBC in 1996. Ratings agency Nielsen’s early “fast national” figures reveal that the show was 60% down on last year’s edition, drawing around 5.4 million viewers in the 18-49 age group, compared to 14.8 million for a similar estimate last year. The final total is likely to rise – the 2020 ratings ended at 18.5 million after all data was collected – but the 2021 total is set to fall well below the 14.7 million recorded in 2009. The poor audience figures underscore problems the HFPA are facing, having signed an agreement with NBC in 2018 that earns the organisation around $60m per year for eight years. Coronavirus restrictions forced the show into a virtual format, as well as a shift from its traditional January slot, depriving it of strong lead-in shows such as NFL games that helped boost its figures. The delays affecting the wider film industry also meant that the kind of commercial star-driven films that boost audience numbers were largely absent from this year’s ceremony. More seriously, the stream of criticism aimed at the HFPA for its perceived lack of diversity and ethical lapses, as well as its underwhelming response to complaints, could have long-term implications for the Globes’ credibility. A recent report in the LA Times suggested that the HFPA was unwilling to reform its membership policy for financial reasons. Tina Tchen, CEO of campaign group Time’s Up, criticised the HFPA for offering a “cosmetic” solution. Hosted by Tina Fey and Amy Poehler, the show resulted in big wins for Nomadland and its director Chloé Zhao, as well as The Crown, which took home four awards in the TV section.",Golden Globes,OTHERS
Justine review – tender Brighton-set queer romance with social angst,"Remember all-consuming crushes and awkward first dates? For young people in this age of self-isolation, such tender encounters might well be from another century. Chronicling a young lesbian romance set in a wintry Brighton, Justine is the remedy to the lack of such human contact. But it’s not all coffee dates and beach cuddles: this film is also a window on the harrowing cycle of addiction among displaced young adults. Justine (Tallulah Haddon), on probation and cut off from her family, is in a state of disarray. Awakened by loud bangs from the door – her landlord is asking for this month’s rent – Justine staggers dazedly, and fully clothed, out of the bath. Her lips bear a nasty cut, and her left arm is covered in swathes of white bandages. This dire scene opens to a more hopeful past, only three months earlier, when Justine first locks eyes with Rachel (Sophie Reid), a teacher-to-be, in a bookstore. Harsh financial realities immediately undercut the sweetness of this meet-cute. Rachel gasps as Justine slyly pockets a copy of Ovid’s Heroides. Despite their differing backgrounds, the two women quickly fall in love. The chemistry between Haddon and Reid, as well as their characters’ budding romance, makes Justine special and moving. With all the current industry talk about unnecessary sex scenes, the couple’s first night together has an awkward charm. It’s rare that a film captures so acutely the strange yet exhilarating feelings of two foreign bodies learning to adapt to each other, plus the difficulty of quickly disrobing your new lover of their jeans. In contrast, though, Justine’s descent into alcohol-fuelled self-destruction is handled somewhat less impressively, over-reliant on a series of sombre-sounding songs on the soundtrack. It’s a manipulative and hollow tactic that does a disservice to Haddon’s committed acting. Despite these heavy-handed moments, Justine remains a poignant study of a young woman struggling to stay afloat. • Released on 5 March on digital platforms.",Justine,FILM
Rishi Sunak extends insurance scheme for film and TV production,"The government has extended its £500m insurance scheme protecting film and TV productions in the UK against the cost of Covid shutdowns until the end of the year. Last year, more than £2.8bn was spent on making Hollywood blockbusters and prestige dramas in the UK, from Line of Duty, War of the Worlds and The Witcher to Jurassic World: Dominion, Mission: Impossible 7, Batman and the third instalment of the Fantastic Beasts franchise. The scheme, which was due to end in April, has so far supported more than 200 productions to get back up and running, saving an estimated 24,000 jobs since being launched in October. Despite the support, the total amount spent on film and high-end TV production fell by a fifth last year, as all productions across the UK were forced to close in the early months of the pandemic. However, the introduction of the scheme and industry-wide move to Covid-safe sets fuelled a £1.2bn spending spree in the final quarter of last year, the second highest ever quarterly spend on record, as broadcasters, Hollywood studios and streamers rushed to plug the pandemic gap in fresh content that viewers were facing.",Rishi Sunak,OTHERS
Into the Darkness review – a Danish family at war as the Nazis roll in,"Veteran film-maker Anders Refn has had top-billing as a director on a few films that aren’t terribly well known beyond his native Denmark. His reputation is mostly built on his long service as an editor with a very impressive filmography, having cut such films as Breaking the Waves and Antichrist for Lars Von Trier, as well as Sally Potter’s Ginger &amp; Rosa. He also happens to be the father of a more famous film-maker, the flamboyantly talented Nicolas Winding Refn (The Neon Demon, Drive). But judging by Into the Darkness, a historical drama directed and co-written by the elder Refn, father and son couldn’t have more different sensibilities. Not that this second world war-set family saga is at all bad; it’s just very conventional, and feels like it might have been originally conceived as a multi-part drama for television. At its best, the film’s soapy immersion in local history recalls the German epic TV show Heimat. At its worst, it’s a little dry and thumpingly didactic as the various members of the haut-bourgeois Skov family experience the consequences of their moral choices played out as war rages on, even in their relatively quiet corner of occupied Denmark. Patriarch Karl (the great Jesper Christensen) runs a factory that is doing well enough to keep his alcoholic wife, Eva (Bodil Jørgensen), in pretty frocks and nice tableware while their numerous children have pretty much everything they want. But once the Nazis roll into town, the family is fractured along ideological lines, making for some very awkward Christmas Eves. Ne’er-do-well eldest Aksel (Mads Reuther) finds himself more sympathetic to anti-Nazi leftists: at first because of his friendship with the housekeeper’s son (Cyron Melville) and later because he fancies a pretty Bolshevik (Kathrine Thorborg Johansen). Meanwhile, another son (Gustav Dyekjær Giese) joins the Danish army and fights side by side with the Germans, and naive daughter Helene (Sara Viktoria Bjerregaard) is smitten with a dashing German U-boat officer, much to the disgust of her mother. Assorted Jewish friends are carted off and killed, leaving various members of the family questioning their choices. If you have 152 minutes to sink into this morass of moral complexity and finely observed period detail, then it may well be worth it, although the ending is bizarrely, perplexingly abrupt. Perhaps there will be a follow-up feature. • Into the Darkness is released on 5 March on digital platforms.",Into the Darkness,FILM
The Final Stand review – old-fashioned flag-waving for Mother Russia,"Here’s a tale of chest-puffing courage and one-dimensional heroism from Russia during the second world war: an old-fashioned patriotic epic with slo-mo action scenes, intestines spewed on the battlefield and a soppy sentimental romance. It is based on real events in 1941, when more than 3,000 young military cadets were sent to the frontline to defend Moscow. Their mission was to buy time, holding off the Germans for five or six days until reinforcements arrived. Only a third survived. The cadets are still three months from graduating military school when the order comes to mobilise. These lads are future Red Army commanders, the brightest and the best. Two of them, best friends Lavrov (Artyom Gubin) and Shemyakin (Igor Yudin), are in love with the same girl, trainee doctor Masha (Lubov Konstantinova). Good-looking Lavrov is a crack-shot gunner, recklessly brave and romantic. Shemyakin is gentle and decent, a bit dull. You can guess which one Masha kisses in the broom cupboard. All three end up on the frontline, a town 200km from Moscow, as German tanks roll in. The soldiers around them are collection of cliches: there’s the strapping country boy dreaming of his mother’s borscht, and the speccy intellectual who translates when they capture a Nazi; otherwise, the Germans are a faceless horde. “This is not a war, it’s a massacre,” says an army doctor as the bodies pile up. Hopelessly outnumbered, the cadets are shot, burned alive, blown to bits. But director Vadim Shmelyov actually seems a bit squeamish about immersing his audience in the hell, death and chaos of war. He seems more interested in glorifying the cadet’s sacrifice and valour with a clumsy jingoistic script. Take the lad blinded in battle, a bandage wrapped around his head. He’s refusing to go to hospital, professing to the heavens as the music swells: “I still have my hands. I can load machine gun belts.” • Available from 8 March on digital platforms.",The Final Stand,FILM
Wander Darkly review – Sienna Miller drives psychological indie drama,"Eternal Sunshine of the Spotless Mind meets Ghost in this relationship indie from Tara Miele about a woman who is killed – or is she? – in a car crash. Sienna Miller is brilliant as gallerist Adrienne, who’s out on a date night (“it’s cheaper than couple’s therapy”) with her partner Matteo (Diego Luna) in Los Angeles. Frazzled and sleep-deprived from parenting their six-month-old Ellie, they’re bickering when their car hits an oncoming SUV. At the hospital, Adrienne has an out-of-body experience, watching as porters cover her bloodied body with a sheet and push the gurney along corridors to the morgue. Next, she steps out of the hospital into scenes of the future without her: Matteo at her funeral, baby Ellie grown into a teenager. Then Miele’s script yanks the rug away. Adrienne is at home, very much alive, a pharmacy of pills on the bedside table. It’s all been a dream. At least, that’s what everyone is telling her; she is concussed, disoriented. But Adrienne is convinced she’s dead. To help her make sense of what’s happening, Matteo suggests they relive the history of their relationship. But each brings their own resentment to the story, so the memory flashbacks change depending on who’s talking. As a couple, were they flawed from the beginning? “It’s so sad we fell apart,” says Adrienne, but actually the love story is the least interesting thing here – it’s a bit generic and insipid. What’s really impressive is how Miele pulls off the tone shift from naturalistic portrait of a couple to psychological drama to moments with just an undertone of horror – in one, Adrienne, checking the cot, sees the baby stiff and lifeless, and becomes hysterical. From the confusion and alarm on Matteo’s face you know that she is hallucinating. It’s clammily claustrophobic. Miller is at the heart of the film; her natural and believable performance touches so many emotions, and makes them all look so real. Adrienne can be funny about her condition. Watching a zombie movie she jokes: “These are my people.” But her terror of being pulled into nothingness is so convincing – which is quite a feat in a film that’s so contrived. • Wander Darkly is released on 8 March on digital platforms.",Wander Darkly,FILM
